X1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID,propMale,propHindu,propOther,classsize,internelEdge,ownGendAtt,othGendAtt,ownGendAdv,gradeCent,ownReligAdv
46,A0308,3,A,3A,Muslim,Friends,Friend4,1,13,M,8,NA,7,1,NA,1,7,3,6,1,2,6,5,7,sunni vohra,1,1,5,3,2,1,2,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,M,Muslim,1,5,4,1,1,1,4,4,1,1,1,4,1,1,NA,NA,NA,NA,NA,5,1,5,5,4,4,2,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,1,1.545802431544164,-3.5,6
47,A0308,3,A,3A,Muslim,Friends,Friend5,1,15,M,8,NA,7,1,NA,1,7,3,6,1,2,6,5,7,sunni vohra,1,1,5,3,2,1,2,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,7,6,2,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,1,1.545802431544164,-3.5,6
48,A0308,3,A,3A,Muslim,Friends,Friend6,1,33,M,8,NA,7,1,NA,1,7,3,6,1,2,6,5,7,sunni vohra,1,1,5,3,2,1,2,2,4,1,1,1,2,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,1,1,1,1,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,1,1.545802431544164,-3.5,6
49,A0309,3,A,3A,Muslim,Friends,Friend1,1,2,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,4,5,1,1,1,4,3,1,1,4,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,2,0.6864206072859173,-3.5,6
50,A0309,3,A,3A,Muslim,Friends,Friend2,1,5,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,1,3,2,1,1,1,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,2,0.6864206072859173,-3.5,6
51,A0309,3,A,3A,Muslim,Friends,Friend3,1,8,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,1,5,3,2,1,2,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,2,0.6864206072859173,-3.5,6
52,A0309,3,A,3A,Muslim,Friends,Friend4,1,13,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,1,5,4,1,1,1,4,4,1,1,1,4,1,1,NA,NA,NA,NA,NA,5,1,5,5,4,4,2,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,2,0.6864206072859173,-3.5,6
53,A0309,3,A,3A,Muslim,Friends,Friend5,1,15,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,7,6,2,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,2,0.6864206072859173,-3.5,6
54,A0309,3,A,3A,Muslim,Friends,Friend6,1,33,M,9,NA,6,2,NA,1,7,7,6,NA,2,2,1,7,shunni vohra,1,1,2,2,1,1,1,2,4,1,1,1,2,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,1,1,1,1,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,2,0.6864206072859173,-3.5,6
55,A0310,3,A,3A,Muslim,Friends,Friend1,1,13,M,10,NA,6,7,NA,3,1,1,4,7,5,7,1,7,NA,1,2,1,1,1,1,1,2,2,5,5,5,2,NA,4,1,7,NA,NA,NA,NA,NA,1,5,1,3,M,Muslim,1,5,4,1,1,1,4,4,1,1,1,4,1,1,NA,NA,NA,NA,NA,5,1,5,5,4,4,2,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,7,-1.462033953,-3.5,-2
56,A0310,3,A,3A,Muslim,Friends,Friend2,1,34,M,10,NA,6,7,NA,3,1,1,4,7,5,7,1,7,NA,1,2,1,1,1,1,1,2,2,5,5,5,2,NA,4,1,7,NA,NA,NA,NA,NA,1,5,1,3,M,Muslim,1,1,3,1,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,1,1,3,1,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,7,-1.462033953,-3.5,-2
57,A0310,3,A,3A,Muslim,Friends,Friend3,1,37,M,10,NA,6,7,NA,3,1,1,4,7,5,7,1,7,NA,1,2,1,1,1,1,1,2,2,5,5,5,2,NA,4,1,7,NA,NA,NA,NA,NA,1,5,1,3,M,Muslim,1,2,2,1,1,1,4,2,1,2,1,4,1,2,NA,NA,NA,NA,NA,1,1,5,3,2,7,2,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,7,-1.462033953,-3.5,-2
58,A0311,3,A,3A,Muslim,Friends,Friend1,1,12,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,M,other,1,5,4,1,2,1,3,NA,NA,1,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,3,4,2,7,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,4,0.25672969515679395,-3.5,4
59,A0311,3,A,3A,Muslim,Friends,Friend2,1,14,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,M,Muslim,1,3,4,2,1,2,2,2,2,1,1,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,6,NA,NA,NA,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,4,0.25672969515679395,-3.5,4
60,A0311,3,A,3A,Muslim,Friends,Friend3,1,15,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,7,6,2,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,4,0.25672969515679395,-3.5,4
61,A0311,3,A,3A,Muslim,Friends,Friend4,1,29,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,M,Muslim,3,1,2,1,1,1,4,1,1,1,1,4,2,1,NA,NA,NA,NA,NA,1,1,3,5,7,4,1,6,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,4,0.25672969515679395,-3.5,4
62,A0311,3,A,3A,Muslim,Friends,Friend5,1,35,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,M,Muslim,1,3,2,1,1,2,2,2,3,2,2,4,1,5,NA,NA,NA,NA,NA,5,5,3,1,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,4,0.25672969515679395,-3.5,4
63,A0311,3,A,3A,Muslim,Friends,Friend6,1,40,M,11,NA,7,4,NA,1,5,7,5,2,6,7,7,8,NA,1,1,3,2,1,1,1,4,5,4,1,1,2,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,F,Muslim,1,2,1,1,1,1,2,2,5,2,2,2,3,2,NA,NA,NA,NA,NA,2,1,3,5,1,7,1,7,0,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,4,0.25672969515679395,-3.5,4
64,A0312,3,A,3A,other,Friends,Friend1,1,2,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,Muslim,4,5,1,1,1,4,3,1,1,4,2,2,3,4,NA,NA,NA,NA,NA,1,1,5,5,7,1,1,7,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,3,4,-1.462033953,-3.5,5
65,A0312,3,A,3A,other,Friends,Friend2,1,5,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,Muslim,1,3,2,1,1,1,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,7,1,1,7,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,3,4,-1.462033953,-3.5,5
66,A0312,3,A,3A,other,Friends,Friend3,1,11,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,Muslim,1,3,2,1,1,1,5,4,1,1,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,7,4,1,5,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,3,4,-1.462033953,-3.5,5
67,A0312,3,A,3A,other,Friends,Friend4,1,14,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,Muslim,1,3,4,2,1,2,2,2,2,1,1,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,6,NA,NA,NA,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,3,4,-1.462033953,-3.5,5
68,A0312,3,A,3A,other,Friends,Friend5,1,17,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,3,4,-1.462033953,-3.5,5
69,A0312,3,A,3A,other,Friends,Friend6,1,25,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,Hindu,1,2,1,1,3,1,3,2,NA,4,2,4,5,6,NA,NA,NA,NA,NA,1,5,3,2,6,2,6,1,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,3,4,-1.462033953,-3.5,5
70,A0312,3,A,3A,other,Friends,Friend7,1,26,M,12,NA,3,4,NA,2,7,7,7,6,2,3,7,7,daw,1,1,5,4,1,2,1,2,3,NA,NA,1,3,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,M,Hindu,1,1,1,1,1,1,3,1,1,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,3,3,4,4,7,4,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,3,4,-1.462033953,-3.5,5
71,A0313,3,A,3A,Muslim,Friends,Friend1,1,10,M,13,NA,4,4,NA,2,7,7,4,4,4,6,4,7,NA,1,1,5,4,1,1,1,NA,4,4,1,1,2,1,4,1,1,NA,NA,NA,NA,NA,5,1,5,5,M,Muslim,2,1,1,1,1,1,2,5,5,5,NA,4,1,7,NA,NA,NA,NA,NA,1,5,1,3,6,7,3,1,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,4,4,-1.032343041,-3.5,5
72,A0313,3,A,3A,Muslim,Friends,Friend2,1,34,M,13,NA,4,4,NA,2,7,7,4,4,4,6,4,7,NA,1,1,5,4,1,1,1,NA,4,4,1,1,2,1,4,1,1,NA,NA,NA,NA,NA,5,1,5,5,M,Muslim,1,1,3,1,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,1,1,3,1,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,4,4,-1.032343041,-3.5,5
73,A0313,3,A,3A,Muslim,Friends,Friend3,1,37,M,13,NA,4,4,NA,2,7,7,4,4,4,6,4,7,NA,1,1,5,4,1,1,1,NA,4,4,1,1,2,1,4,1,1,NA,NA,NA,NA,NA,5,1,5,5,M,Muslim,1,2,2,1,1,1,4,2,1,2,1,4,1,2,NA,NA,NA,NA,NA,1,1,5,3,2,7,2,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,4,4,-1.032343041,-3.5,5
74,A0314,3,A,3A,Muslim,Friends,Friend1,1,11,M,14,NA,6,NA,NA,NA,NA,7,7,NA,6,6,6,7,muslim,1,1,3,4,2,1,2,2,2,2,2,1,2,1,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,M,Muslim,1,3,2,1,1,1,5,4,1,1,1,7,6,6,NA,NA,NA,NA,NA,1,4,4,2,7,4,1,5,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,NA,NA,-3.5,NA
75,A0314,3,A,3A,Muslim,Friends,Friend2,1,12,M,14,NA,6,NA,NA,NA,NA,7,7,NA,6,6,6,7,muslim,1,1,3,4,2,1,2,2,2,2,2,1,2,1,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,M,other,1,5,4,1,2,1,3,NA,NA,1,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,3,4,2,7,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,NA,NA,-3.5,NA
76,A0314,3,A,3A,Muslim,Friends,Friend3,1,15,M,14,NA,6,NA,NA,NA,NA,7,7,NA,6,6,6,7,muslim,1,1,3,4,2,1,2,2,2,2,2,1,2,1,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,M,Muslim,1,1,1,1,1,1,4,1,1,1,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,7,6,2,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,NA,NA,-3.5,NA
77,A0314,3,A,3A,Muslim,Friends,Friend4,1,39,M,14,NA,6,NA,NA,NA,NA,7,7,NA,6,6,6,7,muslim,1,1,3,4,2,1,2,2,2,2,2,1,2,1,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,F,Hindu,1,1,2,1,2,1,3,1,3,2,1,4,4,4,NA,NA,NA,NA,NA,1,1,2,5,7,7,7,6,0,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,6,NA,NA,-3.5,NA
78,A0315,3,A,3A,Muslim,Friends,Friend1,1,3,M,15,NA,7,6,NA,2,7,2,4,1,3,5,6,7,sona,1,1,1,1,1,1,1,2,4,1,1,1,2,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,M,Hindu,1,2,2,1,3,1,3,1,1,2,1,7,3,2,NA,NA,NA,NA,NA,4,2,1,5,7,1,7,1,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,6,-0.602652129,-3.5,5
79,A0315,3,A,3A,Muslim,Friends,Friend2,1,5,M,15,NA,7,6,NA,2,7,2,4,1,3,5,6,7,sona,1,1,1,1,1,1,1,2,4,1,1,1,2,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,M,Muslim,1,3,2,1,1,1,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,1,3,3,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,6,-0.602652129,-3.5,5
80,A0315,3,A,3A,Muslim,Friends,Friend3,1,8,M,15,NA,7,6,NA,2,7,2,4,1,3,5,6,7,sona,1,1,1,1,1,1,1,2,4,1,1,1,2,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,M,Muslim,1,5,3,2,1,2,4,1,1,1,1,4,1,7,NA,NA,NA,NA,NA,1,3,4,2,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,6,-0.602652129,-3.5,5
81,A0315,3,A,3A,Muslim,Friends,Friend4,1,9,M,15,NA,7,6,NA,2,7,2,4,1,3,5,6,7,sona,1,1,1,1,1,1,1,2,4,1,1,1,2,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,M,Muslim,1,2,2,1,1,1,4,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,5,2,5,4,6,2,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,6,-0.602652129,-3.5,5
82,A0315,3,A,3A,Muslim,Friends,Friend5,1,12,M,15,NA,7,6,NA,2,7,2,4,1,3,5,6,7,sona,1,1,1,1,1,1,1,2,4,1,1,1,2,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,M,other,1,5,4,1,2,1,3,NA,NA,1,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,3,4,2,7,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,6,-0.602652129,-3.5,5
83,A0315,3,A,3A,Muslim,Friends,Friend6,1,32,M,15,NA,7,6,NA,2,7,2,4,1,3,5,6,7,sona,1,1,1,1,1,1,1,2,4,1,1,1,2,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,M,Hindu,1,1,1,1,1,1,4,1,1,1,1,4,1,1,NA,NA,NA,NA,NA,1,1,5,3,7,1,7,1,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,6,-0.602652129,-3.5,5
84,A0315,3,A,3A,Muslim,Friends,Friend7,1,33,M,15,NA,7,6,NA,2,7,2,4,1,3,5,6,7,sona,1,1,1,1,1,1,1,2,4,1,1,1,2,1,3,2,6,NA,NA,NA,NA,NA,1,1,1,5,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,1,1,1,1,7,1,1,7,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,6,-0.602652129,-3.5,5
85,A0316,3,A,3A,Hindu,Friends,Friend1,1,1,M,16,NA,1,4,NA,1,4,1,2,4,3,1,2,1,NA,1,2,2,1,1,1,1,1,4,1,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,2,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,1,4,-2.321415778,-3.5,-3
86,A0316,3,A,3A,Hindu,Friends,Friend2,1,4,M,16,NA,1,4,NA,1,4,1,2,4,3,1,2,1,NA,1,2,2,1,1,1,1,1,4,1,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,2,3,M,Hindu,2,2,4,1,1,1,4,1,1,5,1,3,5,4,NA,NA,NA,NA,NA,1,1,3,3,7,6,7,1,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,1,4,-2.321415778,-3.5,-3
87,A0316,3,A,3A,Hindu,Friends,Friend3,1,12,M,16,NA,1,4,NA,1,4,1,2,4,3,1,2,1,NA,1,2,2,1,1,1,1,1,4,1,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,2,3,M,other,1,5,4,1,2,1,3,NA,NA,1,1,4,4,4,NA,NA,NA,NA,NA,2,2,1,4,3,4,2,7,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,1,4,-2.321415778,-3.5,-3
88,A0316,3,A,3A,Hindu,Friends,Friend4,1,14,M,16,NA,1,4,NA,1,4,1,2,4,3,1,2,1,NA,1,2,2,1,1,1,1,1,4,1,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,2,3,M,Muslim,1,3,4,2,1,2,2,2,2,1,1,4,4,4,NA,NA,NA,NA,NA,NA,2,3,2,6,NA,NA,NA,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,1,4,-2.321415778,-3.5,-3
89,A0316,3,A,3A,Hindu,Friends,Friend5,1,18,M,16,NA,1,4,NA,1,4,1,2,4,3,1,2,1,NA,1,2,2,1,1,1,1,1,4,1,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,2,3,M,Hindu,5,2,4,1,3,1,4,1,4,3,1,2,1,1,NA,NA,NA,NA,NA,3,1,3,3,7,2,7,4,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,1,4,-2.321415778,-3.5,-3
90,A0316,3,A,3A,Hindu,Friends,Friend6,1,22,M,16,NA,1,4,NA,1,4,1,2,4,3,1,2,1,NA,1,2,2,1,1,1,1,1,4,1,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,2,3,M,Hindu,2,2,4,1,3,1,3,1,5,2,3,3,3,3,NA,NA,NA,NA,NA,4,4,5,5,7,2,7,NA,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,1,4,-2.321415778,-3.5,-3
91,A0316,3,A,3A,Hindu,Friends,Friend7,1,24,M,16,NA,1,4,NA,1,4,1,2,4,3,1,2,1,NA,1,2,2,1,1,1,1,1,4,1,1,1,1,1,4,4,4,NA,NA,NA,NA,NA,1,1,2,3,M,Muslim,1,2,1,1,1,1,4,2,1,2,2,4,4,4,NA,NA,NA,NA,NA,3,1,5,3,7,2,3,7,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,1,4,-2.321415778,-3.5,-3
92,A0318,3,A,3A,Hindu,Friends,Friend1,1,3,M,18,NA,7,2,NA,7,4,6,5,1,3,4,6,8,NA,1,5,2,4,1,3,1,4,4,1,4,3,1,1,2,1,1,NA,NA,NA,NA,NA,3,1,3,3,M,Hindu,1,2,2,1,3,1,3,1,1,2,1,7,3,2,NA,NA,NA,NA,NA,4,2,1,5,7,1,7,1,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,2,1.1161115194150406,-3.5,3
93,A0318,3,A,3A,Hindu,Friends,Friend2,1,17,M,18,NA,7,2,NA,7,4,6,5,1,3,4,6,8,NA,1,5,2,4,1,3,1,4,4,1,4,3,1,1,2,1,1,NA,NA,NA,NA,NA,3,1,3,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,2,1.1161115194150406,-3.5,3
94,A0318,3,A,3A,Hindu,Friends,Friend3,1,32,M,18,NA,7,2,NA,7,4,6,5,1,3,4,6,8,NA,1,5,2,4,1,3,1,4,4,1,4,3,1,1,2,1,1,NA,NA,NA,NA,NA,3,1,3,3,M,Hindu,1,1,1,1,1,1,4,1,1,1,1,4,1,1,NA,NA,NA,NA,NA,1,1,5,3,7,1,7,1,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,2,1.1161115194150406,-3.5,3
95,A0318,3,A,3A,Hindu,Friends,Friend4,1,35,M,18,NA,7,2,NA,7,4,6,5,1,3,4,6,8,NA,1,5,2,4,1,3,1,4,4,1,4,3,1,1,2,1,1,NA,NA,NA,NA,NA,3,1,3,3,M,Muslim,1,3,2,1,1,2,2,2,3,2,2,4,1,5,NA,NA,NA,NA,NA,5,5,3,1,7,1,1,7,1,0,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,2,1.1161115194150406,-3.5,3
96,A0319,3,A,3A,Hindu,Friends,Friend1,1,1,M,19,NA,7,NA,NA,7,1,7,7,4,4,7,7,8,NA,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,5,6,NA,NA,NA,NA,NA,3,1,3,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,NA,NA,-3.5,6
97,A0319,3,A,3A,Hindu,Friends,Friend2,1,6,M,19,NA,7,NA,NA,7,1,7,7,4,4,7,7,8,NA,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,5,6,NA,NA,NA,NA,NA,3,1,3,5,M,Hindu,1,3,1,2,2,1,4,4,5,4,1,4,4,3,NA,NA,NA,NA,NA,3,2,4,1,7,2,7,2,1,1,A3,-0.266969469,-0.085396076,-0.131409434,-0.032201293,-0.01676318,7,NA,NA,-3.5,6
