...1,Subject.ID,grade,classroom,class,relig,Question,Category,Sequence,Response,Gender,egoID,Attitudes_BadMarks,Attitudes_Boys,Attitudes_Girls,Attitudes_GoodMarks,Attitudes_Hindus,Attitudes_Muslims,Attitudes_MyCaste,Attitudes_MyLang,Attitudes_OtherCaste,Attitudes_OtherLang,Attitudes_Poor,Attitudes_Rich,CasteForced_CasteForced,CasteOpen_CasteOpen,Gender_Gender,Identification_Caste,Identification_Gender,Identification_Language,Identification_Marks,Identification_Religion,Identification_School,Language_Language,ReligFreq_Celebrate,ReligFreq_Pray,ReligFreq_Read,ReligFreq_ReligiousPlace,Religion_Religion,Religiosity_Religiosity,ResourceAlloc_Friend,ResourceAlloc_Krishna,ResourceAlloc_Mohammed,SchoolHarmony_BoyGirl,SchoolHarmony_HinduMuslim,SchoolHarmony_InterCaste,SchoolHarmony_People,SchoolHarmony_RichPoor,Wellbeing_EnoughFriends,Wellbeing_Happy,Wellbeing_Lonely,Wellbeing_OthersMean,altGender,altRelig,altIDcaste,altIDgend,altIDlang,altIDmarks,altIDrelig,altIDschool,altReligCelebrate,altReligPray,altReligRead,altReligPlace,altReligiosity,altResourceFriend,altResourceHindu,altResourceMuslim,altHarmGender,altHarmRelig,altHarmCaste,altHarmPeople,altHarmSES,allWellFriends,altWellHappy,altWellLonely,altWellOthersMean,altAttBoys,altAttGirls,altAttHindu,altAttMuslim,ownGender,ownRelig,classID,ID2017,class.2017,class.2016,DOB.2017,DOB.2016,testdate,ageinyears
5903,B0809,8,B,8B,Hindu,Friends,Friend1,1,7,M,9,2,6,5,7,6,3,3,7,5,5,6,2,6,NA,1,2,4,3,1,3,2,1,4,1,3,2,1,2,4,6,7,2,1,2,2,2,2,1,4,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C07,9C,8B,6/2/2003,6/2/2003,1/14/2016,12.62739726
5908,B0810,8,B,8B,Muslim,Friends,Friend1,1,1,M,10,3,7,5,6,3,7,7,7,3,7,3,7,8,NA,1,1,2,2,1,1,1,2,2,1,1,2,2,1,4,6,7,2,1,1,1,1,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C08,9C,8B,4/5/2003,4/5/2003,1/14/2016,12.78630137
5915,B0813,8,B,8B,Hindu,Friends,Friend1,1,2,M,13,2,6,5,7,7,5,7,7,4,6,2,6,7,NA,1,1,1,1,1,1,1,1,1,5,1,1,1,1,7,3,3,1,1,2,1,1,1,1,5,2,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,1,1,1,1,2,1,3,3,7,1,6,7,1,0,B8,Z09C11,9C,8B,1/1/2003,1/1/2003,1/14/2016,13.04383562
5922,B0815,8,B,8B,Hindu,Friends,Friend1,1,21,M,15,6,7,5,7,7,7,7,7,6,5,6,6,2,NA,1,3,5,3,1,1,1,4,5,1,2,4,1,3,7,2,2,1,1,1,2,1,1,1,5,1,M,Hindu,2,2,2,1,1,1,3,1,2,2,1,5,6,5,1,1,1,4,1,1,1,5,5,7,4,7,7,1,1,B8,Z09C13,9C,8B,6/16/2002,NA,1/14/2016,13.5890411
5929,B0816,8,B,8B,Hindu,Friends,Friend1,1,6,M,16,5,6,1,7,6,3,6,2,4,5,5,3,7,MARRATHA,1,4,1,2,1,3,1,4,3,1,5,2,1,2,4,4,4,1,1,3,2,5,1,3,5,5,M,Hindu,5,4,4,2,5,1,2,1,1,2,3,4,4,4,1,1,1,1,1,1,1,5,4,6,6,4,4,1,1,B8,Z09C14,9C,8B,9/11/2002,11/11/2002,1/14/2016,13.35068493
5936,B0817,8,B,8B,Muslim,Friends,Friend1,1,23,M,17,3,6,4,4,6,6,6,7,6,7,4,4,7,NA,1,3,3,3,1,3,1,2,4,3,1,3,2,3,1,1,1,3,1,1,3,1,1,1,3,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C15,9C,8B,7/11/2002,7/11/2002,1/14/2016,13.52054795
5942,B0819,8,B,8B,Muslim,Friends,Friend1,1,12,M,19,7,7,1,6,6,7,7,7,6,7,6,2,6,NA,1,3,1,2,1,1,1,2,1,1,1,1,2,1,4,3,6,1,1,1,1,1,1,1,4,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C17,9C,8B,2/10/2002,2/10/2002,1/14/2016,13.93424658
5949,B0820,8,B,8B,Hindu,Friends,Friend1,1,6,M,20,2,NA,4,NA,7,6,1,NA,NA,NA,5,3,NA,NA,1,2,2,3,3,1,1,1,2,1,3,1,1,1,4,4,4,2,1,1,3,1,2,1,5,3,M,Hindu,5,4,4,2,5,1,2,1,1,2,3,4,4,4,1,1,1,1,1,1,1,5,4,6,6,4,4,1,1,B8,Z09C18,9C,8B,7/11/2003,NA,1/14/2016,12.52054795
5956,B0821,8,B,8B,Hindu,Friends,Friend1,1,15,M,21,1,7,4,7,7,7,5,7,6,5,4,5,NA,NA,1,2,2,2,1,1,1,1,3,1,2,2,1,1,5,6,5,1,1,1,4,1,1,1,5,5,M,Hindu,3,5,3,1,1,1,5,1,2,4,3,7,2,2,1,1,1,2,1,1,1,5,1,7,5,7,7,1,1,B8,Z09C19,9C,8B,5/27/2002,NA,1/14/2016,13.64383562
5961,B0822,8,B,8B,Hindu,Friends,Friend1,1,4,M,22,4,5,7,6,7,2,7,5,5,6,4,4,NA,MARATHE,1,1,2,1,2,2,1,4,4,1,3,4,1,1,4,4,4,1,1,2,3,3,1,3,1,3,M,Hindu,1,1,1,1,1,1,2,1,2,1,1,4,4,4,1,1,1,1,1,1,1,5,5,7,4,7,6,1,1,B8,Z09C20,9C,8B,4/19/2003,4/19/2003,1/14/2016,12.74794521
5968,B0826,8,B,8B,Hindu,Friends,Friend1,1,6,M,26,4,6,4,5,6,3,4,4,3,4,4,4,3,NA,1,4,1,3,2,4,1,4,3,2,5,3,1,3,4,3,3,2,2,2,1,2,2,2,4,4,M,Hindu,5,4,4,2,5,1,2,1,1,2,3,4,4,4,1,1,1,1,1,1,1,5,4,6,6,4,4,1,1,B8,Z09B20,9B,8B,9/28/2002,9/28/2002,1/14/2016,13.30410959
5973,B0828,8,B,8B,Muslim,Friends,Friend1,1,5,M,28,6,6,4,6,5,7,7,6,6,5,6,6,7,NA,1,1,1,1,1,1,1,2,4,1,1,1,2,1,3,3,3,3,1,1,1,1,4,2,4,1,M,Muslim,2,1,1,1,1,1,4,1,1,1,1,4,3,7,2,1,1,3,1,2,1,5,4,7,4,4,7,1,1,B8,Z09C25,9C,8B,6/25/2002,6/25/2002,1/14/2016,13.56438356
5980,B0829,8,B,8B,Hindu,Friends,Friend1,1,9,M,29,5,6,6,6,7,5,7,7,6,6,5,5,8,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,1,2,1,M,Hindu,2,4,3,1,3,2,4,1,3,2,2,4,6,7,2,1,2,2,2,2,1,4,4,6,5,6,3,1,1,B8,Z09C26,9C,8B,10/28/2002,10/28/2002,1/14/2016,13.22191781
5985,B0832,8,B,8B,Muslim,Friends,Friend1,1,8,M,32,4,7,4,7,4,7,7,7,4,3,3,3,NA,NONE,1,1,3,1,2,1,1,2,4,1,1,1,2,2,4,1,4,1,1,1,3,1,1,1,1,5,M,Muslim,1,2,2,2,1,1,4,1,1,1,2,3,2,3,3,1,1,2,2,1,1,2,2,7,4,3,7,1,1,B8,Z09C29,9C,8B,2/9/2003,2/9/2003,1/14/2016,12.9369863
5992,B0833,8,B,8B,Hindu,Friends,Friend1,1,1,M,33,1,7,4,7,7,7,7,6,7,2,3,4,8,NA,1,2,2,2,1,1,1,1,3,1,2,2,1,1,6,6,6,1,1,1,3,1,1,1,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C30,9C,8B,2/22/2002,NA,1/14/2016,13.90136986
6000,B0834,8,B,8B,Muslim,Friends,Friend1,1,1,M,34,5,7,1,5,5,7,7,7,5,5,5,3,8,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,3,3,3,3,3,2,1,2,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C31,9C,8B,11/11/2000,11/11/2000,1/14/2016,15.18356164
6007,B0835,8,B,8B,Hindu,Friends,Friend1,1,4,M,35,1,6,5,6,6,5,7,6,5,5,3,7,NA,NA,1,1,2,1,1,2,1,2,3,1,1,2,1,1,4,4,4,3,2,1,2,2,1,1,5,2,M,Hindu,1,1,1,1,1,1,2,1,2,1,1,4,4,4,1,1,1,1,1,1,1,5,5,7,4,7,6,1,1,B8,Z09C32,9C,8B,2/9/2002,2/9/2002,1/14/2016,13.9369863
6014,B0838,8,B,8B,Muslim,Friends,Friend1,1,12,M,38,5,7,1,6,5,7,5,4,5,5,5,3,8,NA,1,1,1,1,2,1,2,2,1,2,1,1,2,1,6,6,5,1,1,1,2,1,1,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C35,9C,8B,2/17/2002,NA,1/14/2016,13.91506849
6021,B0842,8,B,8B,Muslim,Friends,Friend1,1,2,M,42,6,6,7,1,1,7,7,6,1,6,NA,5,7,NA,1,1,2,3,1,1,1,2,1,1,1,1,2,1,3,4,5,1,1,1,1,1,5,1,2,1,M,Muslim,1,1,1,1,1,1,1,1,1,1,1,4,1,4,5,1,1,1,1,2,1,3,3,7,1,6,7,1,1,B8,Z09C39,9C,8B,12/14/2002,NA,1/14/2016,13.09315068
6028,B0844,8,B,8B,Hindu,Friends,Friend1,1,29,M,44,2,7,7,5,7,7,7,7,7,7,6,4,8,NA,1,2,4,1,1,3,1,4,4,1,4,2,1,2,6,4,7,1,1,1,1,1,4,1,5,3,M,Hindu,1,2,1,1,1,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,1,2,1,6,6,7,5,1,1,B8,Z09C41,9C,8B,5/21/2003,NA,1/14/2016,12.66027397
6032,B0845,8,B,8B,Hindu,Friends,Friend1,1,1,M,45,7,7,1,1,6,6,6,1,4,7,7,7,1,GUJARATI,1,1,1,2,3,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,3,1,5,5,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C42,9C,8B,6/10/2003,5/10/2003,1/14/2016,12.60547945
6039,B0849,8,B,8B,Hindu,Friends,Friend1,1,1,M,49,1,6,6,7,7,6,7,5,5,7,4,7,2,NA,1,2,1,2,1,1,1,2,4,1,3,2,1,1,4,4,4,1,1,1,3,1,1,1,5,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C46,9C,8B,3/26/2003,3/26/2003,1/14/2016,12.81369863
6046,B0850,8,B,8B,Muslim,Friends,Friend1,1,51,F,50,4,3,6,4,4,7,6,6,6,5,6,3,8,MUSLIM,2,1,2,2,2,1,1,2,4,1,2,1,2,1,4,4,4,1,1,1,1,1,1,2,5,3,F,Muslim,5,1,3,1,5,1,3,5,5,5,4,2,1,1,1,1,1,1,1,1,1,5,5,6,5,7,4,1,1,B8,Z09C47,9C,8B,8/30/2003,8/30/2003,1/14/2016,12.38356164
6052,B0851,8,B,8B,Muslim,Friends,Friend1,1,57,F,51,1,6,5,5,7,4,4,5,4,6,1,7,NA,SULOMANI VAHRA,2,5,1,3,1,5,1,2,3,5,5,5,2,4,2,1,1,1,1,1,1,1,1,1,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C48,9C,8B,6/7/2003,6/7/2003,1/14/2016,12.61369863
6059,B0853,8,B,8B,Hindu,Friends,Friend1,1,50,F,53,1,4,7,4,7,6,7,6,6,6,4,4,2,NA,2,4,3,2,3,3,1,4,3,5,5,4,1,2,4,4,4,3,2,1,3,2,2,2,3,5,F,Muslim,1,2,2,2,1,1,4,1,2,1,1,4,4,4,1,1,1,1,1,1,2,5,3,3,6,4,7,1,0,B8,Z09C50,9C,8B,3/1/2003,3/1/2003,1/14/2016,12.88219178
6066,B0854,8,B,8B,Muslim,Friends,Friend1,1,50,F,54,2,1,7,7,4,7,4,6,3,5,4,4,NA,MUSLIM,2,1,1,2,1,3,1,2,3,1,1,2,2,1,4,4,4,1,2,1,1,1,5,1,5,3,F,Muslim,1,2,2,2,1,1,4,1,2,1,1,4,4,4,1,1,1,1,1,1,2,5,3,3,6,4,7,1,1,B8,Z09C51,9C,8B,7/23/2002,7/23/2002,1/14/2016,13.48767123
6073,B0858,8,B,8B,Hindu,Friends,Friend1,1,50,F,58,1,2,7,7,6,1,6,7,2,2,7,6,8,NA,2,2,2,1,1,3,2,4,4,1,3,2,1,1,5,4,2,1,1,2,3,2,1,1,3,2,F,Muslim,1,2,2,2,1,1,4,1,2,1,1,4,4,4,1,1,1,1,1,1,2,5,3,3,6,4,7,1,0,B8,Z09C55,9C,8B,1/2/2002,NA,1/14/2016,14.04109589
6080,B0861,8,B,8B,Hindu,Friends,Friend1,1,50,F,61,2,2,6,6,6,3,6,6,6,2,6,6,8,NA,2,1,1,1,1,1,1,1,4,1,1,1,1,1,6,6,6,1,1,1,1,1,5,1,5,5,F,Muslim,1,2,2,2,1,1,4,1,2,1,1,4,4,4,1,1,1,1,1,1,2,5,3,3,6,4,7,1,0,B8,Z09C58,9C,8B,5/24/2002,5/24/2002,1/14/2016,13.65205479
6083,B0862,8,B,8B,Hindu,Friends,Friend1,1,56,F,62,2,1,6,3,7,5,7,7,3,5,4,5,1,NA,2,3,2,2,1,1,1,1,3,1,5,1,1,1,7,4,4,1,1,2,3,1,2,3,3,1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C59,9C,8B,1/7/2003,NA,1/14/2016,13.02739726
6090,B0864,8,B,8B,Muslim,Friends,Friend1,1,50,F,64,6,2,7,6,5,7,7,7,5,5,5,6,6,NA,2,2,1,2,2,1,1,2,3,1,1,2,2,2,4,2,7,3,1,2,2,2,2,1,NA,NA,F,Muslim,1,2,2,2,1,1,4,1,2,1,1,4,4,4,1,1,1,1,1,1,2,5,3,3,6,4,7,1,1,B8,Z09C61,9C,8B,6/15/2002,6/15/2002,1/14/2016,13.59178082
6097,B0865,8,B,8B,Muslim,Friends,Friend1,1,1,F,65,6,7,7,7,6,7,7,7,5,6,7,7,6,NA,2,1,1,1,1,1,1,2,4,1,1,1,2,1,4,7,7,1,1,1,2,1,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,B8,Z09C62,9C,8B,4/2/2003,4/2/2003,1/14/2016,12.79452055
6104,B0866,8,B,8B,Hindu,Friends,Friend1,1,52,F,66,7,7,7,7,7,4,7,6,6,6,3,4,8,NA,2,1,1,1,2,1,1,1,4,1,4,2,1,1,4,7,3,1,1,1,1,1,1,1,4,2,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,B8,Z09C63,9C,8B,5/22/2003,5/22/2003,1/14/2016,12.65753425
6111,B0868,8,B,8B,Hindu,Friends,Friend1,1,53,F,68,5,1,7,6,7,4,7,6,6,2,5,5,NA,KOKANI (MARATHI),2,1,2,1,1,3,1,4,4,1,5,2,1,1,3,2,1,1,1,1,3,2,1,1,3,5,F,Hindu,4,3,2,3,3,1,3,5,5,4,2,4,4,4,3,2,1,3,2,2,2,3,5,4,7,7,6,1,1,B8,Z09C64,9C,8B,10/28/2002,10/28/2002,1/14/2016,13.22191781
6118,B0869,8,B,8B,Muslim,Friends,Friend1,1,51,F,69,4,4,7,4,7,7,6,7,6,7,5,4,8,NA,2,4,1,2,1,3,1,4,4,1,3,3,2,2,7,4,4,1,1,1,1,1,3,1,5,5,F,Muslim,5,1,3,1,5,1,3,5,5,5,4,2,1,1,1,1,1,1,1,1,1,5,5,6,5,7,4,1,1,B8,Z09C65,9C,8B,8/9/2002,7/9/2002,1/14/2016,13.44109589
6125,B0870,8,B,8B,Hindu,Friends,Friend1,1,51,F,70,6,4,6,7,7,7,7,7,7,7,6,5,7,NA,2,2,1,2,1,1,1,1,3,1,4,2,1,2,4,4,4,1,1,1,1,1,3,1,5,3,F,Muslim,5,1,3,1,5,1,3,5,5,5,4,2,1,1,1,1,1,1,1,1,1,5,5,6,5,7,4,1,0,B8,Z09C66,9C,8B,4/4/2003,4/4/2003,1/14/2016,12.7890411
6132,B0872,8,B,8B,Muslim,Friends,Friend1,1,51,F,72,3,4,7,7,4,6,7,7,4,6,5,4,6,NA,2,1,1,1,1,1,1,2,4,1,1,2,2,1,4,1,7,1,1,1,3,1,1,1,5,2,F,Muslim,5,1,3,1,5,1,3,5,5,5,4,2,1,1,1,1,1,1,1,1,1,5,5,6,5,7,4,1,1,B8,Z09C68,9C,8B,1/10/2003,1/10/2003,1/14/2016,13.01917808
6139,B0873,8,B,8B,Muslim,Friends,Friend1,1,51,F,73,1,4,6,7,6,6,6,6,6,6,5,5,8,NA,2,1,1,2,1,1,1,2,3,1,1,2,2,1,5,5,5,1,1,1,3,1,5,1,5,2,F,Muslim,5,1,3,1,5,1,3,5,5,5,4,2,1,1,1,1,1,1,1,1,1,5,5,6,5,7,4,1,1,B8,Z09B60,9B,8B,3/6/2003,3/6/2003,1/14/2016,12.86849315
6146,C0801,8,C,8C,Muslim,Friends,Friend1,1,2,M,1,6,7,7,6,4,7,4,6,4,6,6,5,8,NA,1,1,2,1,1,2,1,2,4,1,1,1,2,1,5,4,4,1,1,1,1,2,3,1,5,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A01,9A,8C,11/15/2002,11/14/2002,1/14/2016,13.17260274
6153,C0804,8,C,8C,Muslim,Friends,Friend1,1,1,M,4,4,6,5,7,7,7,7,7,5,7,7,6,NA,Muslim Vohra,1,1,1,1,1,3,1,1,2,1,1,2,2,1,4,2,2,1,1,2,2,1,2,1,4,3,M,Muslim,1,2,1,1,2,1,4,1,1,1,1,5,4,4,1,1,1,1,2,3,1,5,4,7,7,4,7,1,1,C8,Z09A04,9A,8C,4/16/2002,4/16/2002,1/14/2016,13.75616438
6160,C0805,8,C,8C,Hindu,Friends,Friend1,1,1,M,5,4,7,6,6,7,7,7,7,6,7,6,5,8,NA,1,1,1,2,2,3,1,1,3,3,4,2,1,2,4,1,1,1,1,1,1,1,2,1,5,3,M,Muslim,1,2,1,1,2,1,4,1,1,1,1,5,4,4,1,1,1,1,2,3,1,5,4,7,7,4,7,1,0,C8,Z09A05,9A,8C,4/3/2003,NA,1/14/2016,12.79178082
6167,C0806,8,C,8C,Hindu,Friends,Friend1,1,3,M,6,2,6,5,6,7,4,7,6,4,5,6,5,1,Brahmin,1,1,1,1,1,2,1,2,4,1,3,2,1,1,7,7,6,3,2,1,2,1,1,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A06,9A,8C,12/18/2002,12/18/2002,1/14/2016,13.08219178
6174,C0807,8,C,8C,Hindu,Friends,Friend1,1,4,M,7,6,7,6,7,7,5,6,7,5,5,5,6,2,Kshatirya,1,2,3,2,1,2,1,1,4,1,1,3,1,1,3,2,2,1,1,1,1,1,2,1,5,3,M,Muslim,1,1,1,1,3,1,2,1,1,2,1,4,2,2,1,1,2,2,1,2,1,4,3,6,5,7,7,1,0,C8,Z09A07,9A,8C,6/1/2001,NA,1/14/2016,14.63013699
6182,C0808,8,C,8C,Hindu,Friends,Friend1,1,16,M,8,5,7,6,6,6,6,5,6,6,4,6,3,2,Kshatriya,1,4,1,3,1,1,1,NA,3,1,5,2,1,3,4,4,2,1,1,1,1,1,2,1,3,1,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A08,9A,8C,7/5/2003,7/5/2003,1/14/2016,12.5369863
6189,C0809,8,C,8C,Hindu,Friends,Friend1,1,11,M,9,2,7,1,6,7,4,6,7,5,6,1,5,1,Brahmin,1,2,1,2,1,2,1,NA,3,2,4,1,1,2,4,4,4,2,1,1,3,1,1,1,4,3,M,Hindu,3,1,2,2,2,1,2,1,3,2,2,4,3,3,1,1,1,1,1,2,1,4,3,6,5,6,6,1,1,C8,Z09A09,9A,8C,2/3/2003,NA,1/14/2016,12.95342466
6196,C0811,8,C,8C,Hindu,Friends,Friend1,1,4,M,11,5,6,5,6,6,6,6,5,5,6,7,5,2,Vaishya,1,3,1,2,2,2,1,1,2,1,3,2,1,2,4,3,3,1,1,1,1,1,2,1,4,3,M,Muslim,1,1,1,1,3,1,2,1,1,2,1,4,2,2,1,1,2,2,1,2,1,4,3,6,5,7,7,1,0,C8,Z09B17,9B,8C,8/11/2002,NA,1/14/2016,13.43561644
6203,C0812,8,C,8C,Muslim,Friends,Friend1,1,3,M,12,4,7,4,5,4,7,7,7,4,4,4,4,7,Muslim,1,2,1,2,1,1,1,2,4,1,1,1,2,1,4,4,4,5,5,4,3,4,4,5,5,4,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A11,9A,8C,1/10/2002,12/10/2000,1/14/2016,14.01917808
6210,C0813,8,C,8C,Muslim,Friends,Friend1,1,1,M,13,4,NA,5,7,4,7,7,7,6,5,6,4,7,Muslim,1,1,1,2,2,1,1,2,4,1,1,1,2,1,4,4,4,5,5,4,3,5,4,5,4,4,M,Muslim,1,2,1,1,2,1,4,1,1,1,1,5,4,4,1,1,1,1,2,3,1,5,4,7,7,4,7,1,1,C8,Z09A12,9A,8C,2/13/2003,2/13/2003,1/14/2016,12.9260274
6217,C0814,8,C,8C,Muslim,Friends,Friend1,1,1,M,14,6,7,2,7,5,7,7,7,6,5,5,4,7,Muslim,1,1,1,1,2,1,1,2,4,2,1,1,2,1,4,1,7,5,1,1,1,1,1,1,5,3,M,Muslim,1,2,1,1,2,1,4,1,1,1,1,5,4,4,1,1,1,1,2,3,1,5,4,7,7,4,7,1,1,C8,NA,NA,8C,NA,7/23/2002,1/14/2016,13.48767123
6224,C0818,8,C,8C,Muslim,Friends,Friend1,1,2,M,18,4,6,5,3,3,7,7,3,5,4,6,4,6,NA,1,1,2,3,3,1,2,2,4,1,1,1,2,1,4,4,6,3,1,1,2,1,2,1,4,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A16,9A,8C,1/17/2003,1/17/2003,1/14/2016,13
6231,C0821,8,C,8C,Hindu,Friends,Friend1,1,8,M,21,7,7,6,7,7,6,7,7,6,7,7,6,8,don't know,1,1,1,1,1,1,1,1,4,2,1,1,1,1,4,4,4,5,1,1,4,1,1,1,4,2,M,Hindu,4,1,3,1,1,1,3,1,5,2,3,4,4,2,1,1,1,1,1,2,1,3,1,7,6,6,6,1,1,C8,Z09A18,9A,8C,7/11/2002,7/11/2002,1/14/2016,13.52054795
6238,C0822,8,C,8C,Hindu,Friends,Friend1,1,15,M,22,4,4,4,6,4,4,5,4,5,4,4,3,7,Genral,1,2,1,3,1,3,1,1,3,1,4,2,1,2,7,4,4,1,1,1,1,1,1,1,5,3,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A19,9A,8C,6/11/2002,6/11/2002,1/14/2016,13.60273973
6245,C0827,8,C,8C,Muslim,Friends,Friend1,1,4,M,27,6,7,6,7,6,7,7,7,6,6,5,6,NA,Vohra,1,1,1,2,1,1,1,1,4,1,1,1,2,1,4,3,6,1,1,1,2,1,3,1,5,3,M,Muslim,1,1,1,1,3,1,2,1,1,2,1,4,2,2,1,1,2,2,1,2,1,4,3,6,5,7,7,1,1,C8,Z09A25,9A,8C,5/27/2002,NA,1/14/2016,13.64383562
6252,C0828,8,C,8C,Muslim,Friends,Friend1,1,4,M,28,5,7,6,6,7,7,7,5,6,5,NA,5,8,don't know,1,2,1,2,2,1,1,2,1,1,2,1,2,3,4,4,4,1,1,2,2,1,2,2,2,3,M,Muslim,1,1,1,1,3,1,2,1,1,2,1,4,2,2,1,1,2,2,1,2,1,4,3,6,5,7,7,1,1,C8,NA,NA,8C,NA,7/30/2003,1/14/2016,12.46849315
6259,C0829,8,C,8C,Hindu,Friends,Friend1,1,9,M,29,1,7,6,7,7,5,7,6,5,5,4,3,8,NA,1,1,1,2,2,1,1,1,4,1,3,2,1,1,7,5,6,1,1,2,1,2,2,1,1,4,M,Hindu,2,1,2,1,2,1,3,2,4,1,2,4,4,4,2,1,1,3,1,1,1,4,3,7,1,7,4,1,1,C8,Z09A26,9A,8C,12/4/2002,NA,1/14/2016,13.12054795
6266,C0831,8,C,8C,Muslim,Friends,Friend1,1,2,M,31,4,6,4,5,1,7,7,4,3,4,6,4,6,NA,1,1,2,1,2,1,2,2,4,2,2,2,2,1,4,1,6,3,1,1,2,1,1,1,5,2,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,C8,Z09A28,9A,8C,3/13/2003,NA,1/14/2016,12.84931507
6273,C0832,8,C,8C,Muslim,Friends,Friend1,1,1,M,32,4,7,6,1,6,6,2,2,2,3,5,4,7,Muslim,1,2,1,2,2,1,1,2,4,1,1,1,2,1,4,6,6,4,1,1,1,1,1,1,4,1,M,Muslim,1,2,1,1,2,1,4,1,1,1,1,5,4,4,1,1,1,1,2,3,1,5,4,7,7,4,7,1,1,C8,Z09A29,9A,8C,2/5/2001,1/5/2001,1/14/2016,14.94794521
